-0.000477,-0.066068,0.26307
-0.017619,0.03705,0.683599
0.008647,-0.040608,0.177083
-0.016396,-0.036675,0.684646
-0.019178,0.029266,0.105683
-0.039295,0.054096,0.137672
-0.022951,0.036293,0.002884
0.06005,-0.066773,0.00663
-0.026282,-0.062016,0.10717
-0.013447,0.135945,0.611077
-0.013425,0.156348,0.610331
0.035168,-0.00561,0.660053
0.042049,-0.04582,0.345109
0.061426,0.282292,0.595034
-0.00354,0.092421,0.587228
0.005759,0.071149,0.602489
0.02886,-0.055907,0.415094
0.00161,0.139201,0.587899
-0.03377,0.123189,0.580424
0.024971,-0.041001,0.016472
0.047482,0.05795,0.012801
-0.03745,0.043036,0.172969
0.003097,-0.051709,0.076346
0.029275,0.239815,0.588228
-0.028321,0.001455,0.362638
0.034019,-0.308139,0.584375
-0.042952,0.043015,0.382087
0.015719,-0.064106,0.585606
0.024722,-0.06871,0.363963
0.008722,0.061311,0.423985
0.022646,0.063396,0.265089
0.057596,-0.071145,0.002443
-0.012574,0.036715,0.00318
0.014766,0.069978,0.292565
0.029405,-0.01291,0.686214
0.007215,-0.019789,0.60952
-0.030216,0.038327,0.26568
-0.034974,0.007527,0.42631
0.050314,-0.309724,0.589215
0.018062,0.227977,0.606289
-0.034867,-0.111562,0.607437
-0.021157,0.042645,0.451213
-0.031054,-0.084273,0.616959
0.053356,0.054892,0.010331
0.068012,-0.320701,0.584753
0.002732,-0.166336,0.587276
0.006551,0.075853,0.599586
-0.04132,-0.098737,0.594848
-0.026183,-0.056356,0.08106
0.009875,0.045978,0.177039
-0.023186,-0.06984,0.543336
0.018598,-0.210615,0.587473
0.038041,-0.04908,0.384993
0.011065,-0.229557,0.57839
-0.039015,-0.123612,0.592779
0.041461,0.316267,0.572377
-0.000204,-0.118423,0.588549
-0.029946,-0.062503,0.171282
0.037937,-0.045543,-0.000104
-0.049812,-0.063016,0.597431
-0.039621,-0.019273,0.686028
-0.01271,-0.033358,0.672286
-0.016373,-0.058712,0.237518
-0.012846,-0.032831,0.683637
-0.038518,0.0152,0.640843
-0.017212,-0.202803,0.585684
-0.023217,0.038106,0.04755
0.051439,-0.057475,0.002947
-0.037358,0.057373,0.133775
0.003089,0.239465,0.599725
-0.018266,-0.01352,0.317474
0.028218,-0.010506,0.686358
0.037015,0.03156,0.320276
0.027915,-0.00877,0.658135
-0.020783,0.034945,0.071626
0.054535,0.306901,0.591598
-0.003498,-0.058555,0.506217
-0.016646,0.0361,0.684228
-0.032231,-0.101654,0.577846
0.001094,-0.097272,0.594996
0.039567,-0.316845,0.574105
0.002964,-0.02914,0.187605
-0.032743,-0.085214,0.575124
-0.031077,0.058372,0.110122
-0.006578,0.213794,0.605187
0.014551,0.225624,0.607517
0.039538,-0.057975,0.342618
-0.010687,-0.213838,0.583484
0.028124,-0.261335,0.584974
-0.01766,0.026099,0.186694
-0.002119,0.062726,0.113848
-0.00065,-0.121692,0.602731
0.048935,-0.318887,0.582135
0.060914,-0.052225,0.010239
-0.026159,0.05069,0.279526
-0.027752,0.063273,0.116721
0.001717,-0.120034,0.594177
0.037234,-0.061611,0.335441
-0.043319,0.015542,0.704016
-0.048429,0.020359,0.375971
-0.022203,-0.193698,0.587962
-0.009355,0.007227,0.345054
0.042438,0.316507,0.580569
-0.02121,-0.149657,0.609724
-0.01076,-0.012349,0.296081
0.027747,-0.004987,0.669664
-0.047948,0.06969,0.599263
-0.020645,0.034409,0.006123
0.078601,-0.316406,0.576785
0.03169,-0.006188,0.66144
-0.022703,-0.031889,0.095877
-0.009302,0.034106,0.68874
-0.018033,0.036732,0.686952
-0.020901,0.024559,0.142997
0.042395,0.050496,0.334709
0.067265,-0.299024,0.600012
0.005092,0.057828,0.137295
0.007686,-0.003868,0.655137
-0.032121,0.020527,0.66697
0.060061,-0.301238,0.593374
0.01922,-0.040358,0.021154
-0.015422,-0.034153,0.674875
-0.019701,-0.048292,0.438954
0.028886,0.012454,0.686288
0.017471,-0.058206,0.026618
0.028889,0.005521,0.655578
-0.023408,-0.034974,0.00569
0.013918,0.073318,0.32655
0.061029,-0.066039,0.001315
-0.026265,0,0.373262
-0.024171,-0.063662,0.10904
0.021447,0.216658,0.589193
-0.009435,-0.032408,0.673135
0.00039,-0.22999,0.603439
0.067391,0.326204,0.575464
0.003807,-0.044953,0.055213
0.005669,0.043712,0.044762
0.054445,-0.311522,0.592336
-0.030445,0.043112,0.331156
-0.005751,0.028876,0.668163
0.022466,-0.042489,0.022426
0.057703,0.064233,0.00533
-0.026935,0.045882,0.246207
0.00459,0.191583,0.609728
0.081063,-0.314954,0.579402
0.009034,-0.03864,0.027575
-0.019598,0.059699,0.074404
-0.027304,-0.040803,0.039166
-0.045275,0.066126,0.607091
0.067466,-0.05802,0.000662
-0.028908,0.037221,0.09384
0.053024,0.068589,0.001845
0.028066,-0.066671,0.303083
-0.022418,-0.02235,0.24508
0.048519,-0.32152,0.584236
-0.035339,0.061222,0.152669
0.029211,-0.011273,0.686414
0.015744,0.250062,0.583477
0.060481,0.308357,0.596458
0.034362,0.022538,0.375473
0.023459,0.027991,0.238152
0.003603,-0.01073,0.288507
0.000196,-0.001141,0.354303
-0.027114,-0.048054,0.035274
0.05094,-0.323268,0.578157
0.015173,0.066185,-1.60E-005
0.031751,-0.009425,0.660031
-0.014906,0.049596,0.454107
0.070771,-0.050691,0.002345
0.000803,-0.108833,0.593509
-0.002957,-0.198367,0.574407
0.020643,0.056201,0.583653
-0.005555,5.80E-005,0.358289
-0.017546,0.033815,0.009306
0.050639,0.057554,0.01185
0.060037,0.31951,0.58507
-0.011573,-0.059082,0.047969
-0.010524,0.03355,0.691337
0.00228,-0.03952,0.006848
-0.029846,0,0.378634
0.018904,0.008066,0.667883
-0.013157,-0.195247,0.605863
0.028805,-0.018211,0.668518
0.013091,-0.054946,0.204643
-0.02941,0.169048,0.586505
-0.023755,-0.053388,0.268365
-0.022228,-0.065727,0.174051
0.070899,-0.301266,0.593646
-0.018408,0.060763,0.302891
0.079056,0.311793,0.583136
0.006327,-0.056418,0.177948
0.048172,0.298514,0.603715
-0.00464,0.218106,0.579761
0.056272,0.310873,0.590425
0.002816,0.132149,0.594424
-0.029938,-0.168473,0.592741
-0.023418,0.036613,0.026622
0.015985,-0.010947,0.659936
4.60E-005,0.036691,0.010115
0.029776,0.289094,0.584919
0.004217,0.041071,0.044273
0.004717,-0.046615,0.105564
0.040813,0.305991,0.588945
